item_id,genre
nietzsche-human-human,philosophy
green-leavenworth-case,novel
hardy-return-native,novel
james-watch-ward,novel
meredith-egoist,novel
meredith-tale-chloe,novel
stevenson-travels-donkey-vennes,travel book
james-confidence,novel
zola-nana,novel
dostoyevsky-brothers-karamazov,serialized fiction
dostoyevsky-brothers-karamazov,existentialist novel
hardy-trumpet-major,historical novel
james-washington-square,novel
howells-modern-instance,novel
howells-dr-breens-practice,novel
shorthouse-john-inglesant,novel
james-portrait-lady,novel
trollope-kept-dark,novel
stevenson-new-arabian-nights,short story
stevenson-merry-men-tales,short story
hardy-two-tower,novel
schreiner-story-african-farm,novel
stevenson-treasure-island,adventure novel
stevenson-treasure-island,coming-of-age story
stevenson-treasure-island,sea adventure novel
james-author-beltraffio,short story
meredith-diana-crossways,novel
pater-marius-epicurean,historical novel
pater-marius-epicurean,philosophical novel
stevenson-prince-otto,novel
howells-rise-silas-lapham,novel
shaw-cashel-byrons-profession,novel
stevenson-kidnapped,children's literature
stevenson-kidnapped,fiction
stevenson-kidnapped,historical novel
stevenson-kidnapped,adventure novel
burnett-little-lord-fauntleroy,children's novel
hardy-mayor-casterbridge,novel
james-princess-casamassima,novel
stevenson-memories-portraits,essay collection
haggard-history-adventure,Lost World fiction
haggard-history-adventure,speculative fiction novel
haggard-history-adventure,Gothic fiction
haggard-history-adventure,adventure novel
hardy-woodlanders,novel
james-aspern-papers,novel
james-aspern-papers,novella
wilde-happy-prince-tales,short story
james-lesson-master,novella
james-reverberator,novel
twain-connecticut-yankee-king,science fiction
twain-connecticut-yankee-king,humour
twain-connecticut-yankee-king,satire
twain-connecticut-yankee-king,speculative fiction novel
twain-connecticut-yankee-king,science fiction novel
twain-connecticut-yankee-king,alternate history novel
twain-connecticut-yankee-king,satirical novel
twain-connecticut-yankee-king,speculative fiction
ibsen-dolls-house,drama
carroll-sylvie-bruno,speculative fiction novel
tolstoy-kreutzer-sonata,historical novel
tolstoy-kreutzer-sonata,romance novel
tolstoy-kreutzer-sonata,short novel
tolstoy-kreutzer-sonata,novella
stevenson-master-ballantrae,historical novel
stevenson-master-ballantrae,adventure novel
doyle-mystery-cloomber,speculative fiction novel
stevenson-wrong-box,black comedy
stevenson-wrong-box,novel
nietzsche-twilight-idols,philosophy
nietzsche-twilight-idols,essay
howells-hazard-new-fortunes,novel
france-crime-sylvestre-bonnard,novel
james-tragic-muse,novel
jerome-diary-pilgrimage,novel
lagerlof-gosta-berlings-saga,novel
ibsen-hedda-gabler,drama
ibsen-hedda-gabler,drama
ibsen-hedda-gabler,drama
ibsen-hedda-gabler,drama
ibsen-hedda-gabler,drama
ibsen-hedda-gabler,drama
ibsen-hedda-gabler,drama
ibsen-hedda-gabler,drama
wilde-intentions,essay
wilde-lord-arthur-saviles,youth and children's literature
hardy-tess-durbervilles,novel
hardy-tess-durbervilles,tragedy
kipling-light-failed,novel
stevenson-across-plains,memoir
stevenson-across-plains,travel book
ibsen-peer-gynt,play
ibsen-master-builder,drama
stevenson-catriona,historical novel
stevenson-catriona,adventure novel
crane-maggie-girl-streets,novella
crane-maggie-girl-streets,novel
wilde-woman-importance,comedy
moore-esther-waters,novel
machen-great-god-pan,horror novel
machen-great-god-pan,novella
kipling-jungle-book,narration
kipling-jungle-book,didactic literature
conrad-almayers-folly,novel
hardy-jude-obscure,novel
turgenev-eve,novel
james-altar-dead,short story
crane-red-badge-courage,novel
crane-red-badge-courage,historical fiction
kipling-second-jungle-book,children's novel
conrad-outcast-islands,novel
turgenev-smoke,novel
frederic-damnation-theron-ware,novel
james-figure-carpet,short story
wells-wheels-chance,comic novel
kipling-captains-courageous,novel
stoker-dracula,invasion literature
stoker-dracula,horror novel
stoker-dracula,vampire novel
stoker-dracula,Gothic fiction
stoker-dracula,epistolary novel
james-spoils-poynton,novel
james-maisie-knew,novel
arnim-elizabeth-german-garden,novel
conrad-tales-unrest,short story
kipling-days-work,short story
shaw-perfect-wagnerite,music journalism
james-turn-screw,speculative fiction novel
james-turn-screw,novella
james-turn-screw,Gothic fiction
james-turn-screw,horror literature
james-turn-screw,ghost story
wilde-ideal-husband,comedy
hamsun-hunger,novel
gautier-mademoiselle-maupin,epistolary novel
norris-mcteague,novel
james-awkward-age,novel
james-little-tour-france,travel literature
conrad-lord-jim,psychological novel
slocum-sailing-alone-around,autobiography
dreiser-sister-carrie,novel
baum-wizard-oz,speculative fiction novel
baum-wizard-oz,children's novel
baum-wizard-oz,speculative fiction novel
baum-wizard-oz,children's novel
jerome-three-men-bummel,comic novel
kipling-kim,espionage novel
chesterton-defendant,essay
james-sacred-fount,novel
london-daughter-snows,novel
bennett-anna-five-towns,novel
kipling-just-stories,children's literature
barrie-admirable-crichton,comedy
doyle-hound-baskervilles,crime novel
doyle-hound-baskervilles,detective novel
doyle-hound-baskervilles,mystery novel
gide-immoralist,novel
gide-immoralist,LGBT literature
barrie-little-white-bird,fictional diary
barrie-little-white-bird,fairytale fantasy
barrie-little-white-bird,speculative fiction novel
barrie-little-white-bird,fictional diary
barrie-little-white-bird,fairytale fantasy
barrie-little-white-bird,speculative fiction novel
wells-sea-lady,speculative fiction novel
james-varieties-religious-experience,essay
james-wings-dove,novel
conrad-typhoon,adventure novel
weininger-sex-character,essay
james-ambassadors,novel
london-call-wild,adventure novel
butler-way-flesh,novel
henry-cabbages-kings,novel
chekhov-cherry-orchard,tragicomedy
wells-food-gods-came,science fiction novel
james-golden-bowl,novel
galsworthy-island-pharisees,novel
chesterton-napoleon-notting-hill,political novel
chesterton-napoleon-notting-hill,dystopian novel
wells-modern-utopia,novel
wilde-profundis,carta
chesterton-heretics,essay
chesterton-club-queer-trades,crime novel
wharton-house-mirth,novel
locke-morals-marcus-ordeyne,adventure novel
shaw-philanderer,satire
forster-angels-fear-tread,novel
kipling-puck-pooks-hill,fantasy
deland-awakening-helena-richie,historical novel
locke-beloved-vagabond,adventure novel
sinclair-jungle,social novel
sinclair-jungle,social novel
sinclair-jungle,novel
sinclair-jungle,novel
london-white-fang,Guata
london-white-fang,anime
joyce-chamber-music,poetry
wharton-fruit-tree,novel
machen-hill-dreams,autobiographical novel
london-iron-heel,science fiction novel
london-iron-heel,political novel
london-iron-heel,dystopian novel
forster-longest-journey,novel
road-2,autobiography
lagerlof-wonderful-adventures-nils,speculative fiction novel
lagerlof-wonderful-adventures-nils,speculative fiction novel
lagerlof-wonderful-adventures-nils,children's literature
lagerlof-wonderful-adventures-nils,children's literature
chesterton-things-considered,essay
wells-new-worlds-old,non-fiction
chesterton-orthodoxy,Christian apologetics
davies-autobiography-super-tramp,autobiographical novel
carpenter-intermediate-sex,LGBT
chesterton-man-thursday,novel
chesterton-man-thursday,thriller
leroux-mystery-yellow-room,detective fiction
leroux-mystery-yellow-room,crime novel
leroux-mystery-yellow-room,locked room mystery
leroux-mystery-yellow-room,detective literature
bennett-old-wives-tale,novel
grahame-wind-willows,children's novel
wells-ann-veronica,feminist novel
london-martin-eden,Künstlerroman
gibbs-street-adventure,novel
stein-three-lives,novel
stein-three-lives,novella
wells-tono-bungay,science fiction novel
chesterton-tremendous-trifles,essay
forster-howards-end,family drama
forster-howards-end,novel
bronte-complete-poems-emily,poetry
london-adventure,adventure novel
concise-oxford-english,non-fiction literature
bergson-creative-evolution,essay
wharton-ethan-frome,novella
dreiser-jennie-gerhardt,novel
webster-just-patty,novel
shaw-doctors-dilemma,Problem play
chesterton-innocence-father-brown,mystery fiction
white-peacock,novel
white-peacock,Hindi
conrad-western-eyes,novel
beerbohm-zuleika-dobson,novel
beerbohm-zuleika-dobson,satire
beerbohm-christmas-garland,parody
france-sign-reine-pedauque,novel
daddy-long-legs,epistolary novel
chesterton-manalive,comic novel
chesterton-manalive,mystery fiction
france-aspirations-jean-servien,novel
lawrence-trespasser,novel
london-burning-daylight,historical novel
london-burning-daylight,adventure novel
conrad-chance,novel
murray-euripides-age,non-fiction
london-john-barleycorn,autobiographical novel
lawrence-sons-lovers,novel
wodehouse-little-nugget,novel
james-notes-brother,autobiography
mackenzie-sinister-street,novel
masters-spoon-river-anthology,epitaph
chesterton-flying-inn,political novel
chesterton-flying-inn,speculative fiction
chesterton-flying-inn,science fiction novel
lawrence-prussian-officer-stories,short story
freud-psychopathology-everyday-life,psychoanalysis
dreiser-titan,novel
norris-vandover-brute,novel
brooke-1914-poems,poetry
webster-dear-enemy,epistolary novel
douglas-old-calabria,travel literature
wodehouse-psmith-journalist,comic novel
wodehouse-something-fresh,comic novel
dreiser-genius,novel
james-beast-jungle,fiction literature
ford-good-soldier,novel
london-little-lady-big,romance novel
lawrence-rainbow,novel
cather-song-lark,Bildungsroman
woolf-voyage,novel
joyce-portrait-artist-young,Bildungsroman
joyce-portrait-artist-young,Künstlerroman
joyce-portrait-artist-young,autobiographical novel
shaw-androcles-lion,comedy
sandburg-chicago-poems,poetry
buchan-greenmantle,adventure novel
buchan-greenmantle,war novel
wells-mr-britling-sees,novel
christie-mysterious-affair-styles,detective novel
wodehouse-uneasy-money,novel
anderson-windy-mcphersons,novel
anderson-marching-men,novel
dane-regiment-women,LGBT literature
dane-regiment-women,novel
douglas-south-wind,novel
chekhov-lady-dog,short story
james-sense-past,comedy of manners
james-sense-past,chuanyue
wells-soul-bishop,novel
constant-adolphe,autobiographical novel
joyce-exiles,drama
wells-joan-peter,novel
lewis-tarr,novel
lewis-tarr,modernism
west-return-soldier,psychological novel
west-return-soldier,war novel
dostoyevsky-honest-thief,short story
lewis-free-air,novel
russell-introduction-mathematical-philosophy,popular science
woolf-kew-gardens,short story
hergesheimer-linda-condon,novel
wodehouse-man-jeeves,comedy
woolf-night-day,novel
mencken-american-language,essay
conrad-arrow-gold,novel
keynes-economic-consequences-peace,essay
keynes-economic-consequences-peace,essay
wells-undying-fire,novel
freud-totem-taboo,religious studies
freud-totem-taboo,psychoanalysis
freud-totem-taboo,cultural studies
firbank-valmouth,novel
lindsay-voyage-arcturus,science fiction novel
oneill-anna-christie,drama
oneill-beyond-horizon,theatre
stephens-irish-fairy-tales,folklore
gale-miss-lulu-bett,novel
anderson-poor-white,novel
crofts-cask,detective fiction
lawrence-lost-girl,novel
lofting-story-doctor-doolittle,speculative fiction novel
lofting-story-doctor-doolittle,children's literature
fitzgerald-side-paradise,novel
lawrence-women-love,LGBT literature
lawrence-women-love,novel
lawrence-women-love,Modernist literature
cather-youth-bright-medusa,speculative fiction
tarkington-alice-adams,novel
huxley-crome-yellow,novel
sabatini-scaramouche,cloak and dagger novel
lawrence-sea-sardinia,diary
oneill-emperor-jones,tragedy
archer-green-goddess,drama
dos-passos-three-soldiers,war novel
arnim-vera,comic novel
lawrence-aarons-rod,novel
lewis-babbitt,novel
lewis-babbitt,satire
freud-beyond-pleasure-principle,monograph
schnitzler-casanovas-homecoming,short story
buchan-huntingtower,novel
woolf-jacobs-room,novel
bramah-kai-lungs-golden,speculative fiction novel
garnett-lady-fox,speculative fiction novel
cather-one,historical novel
arnim-enchanted-april,novel
galsworthy-forsyte-saga,novel
wharton-glimpses-moon,novel
milne-red-house-mystery,novel
milne-red-house-mystery,mystery fiction
wells-secret-places-heart,novel
joyce-ulysses,experimental literature
joyce-ulysses,autobiographical novel
joyce-ulysses,literary fiction
joyce-ulysses,metafiction
joyce-ulysses,Modernist literature
joyce-ulysses,serialized fiction
cather-lost-lady,romance novel
huxley-antic-hay,novel
toomer-cane,novel
lawrence-kangaroo,novel
anderson-many-marriages,erotic novel
verga-mastro-don-gesualdo,novel
wells-men-like-gods,speculative fiction novel
wells-men-like-gods,science fiction novel
bennett-riceyman-steps,novel
williams-spring,Imagism
lawrence-studies-classic-american,literary criticism
wilson-able-mclaughlins,historical novel
wilson-able-mclaughlins,Western novel
conrad-rover,historical novel
oflaherty-thy-neighbours-wife,novel
forster-passage-india,novel
wells-year-prophesying,column
mann-buddenbrooks,period novel
mann-buddenbrooks,Bildungsroman
mann-buddenbrooks,social novel
mann-buddenbrooks,family saga novel
lofting-doctor-dolittles-circus,speculative fiction novel
lofting-doctor-dolittles-circus,children's literature
masefield-sard-harker,adventure novel
ferber-big,novel
lawrence-boy-bush,novel
kennedy-constant-nymph,novel
mirrlees-counterplot,novel
wells-story-great-schoolmaster,biography
mcneile-third-round,novel
dreiser-american-tragedy,Naturalism
dreiser-american-tragedy,crime novel
lewis-arrowsmith,novel
butts-ashe-rings,novel
wells-christina-albertas-father,novel
mann-death-venice,novella
austen-lady-susan,epistolary novel
dos-passos-manhattan-transfer,novel
ford-parades,war novel
heyward-porgy,novel
wodehouse-sam-sudden,comic novel
chesterton-everlasting-man,essay
fitzgerald-great-gatsby,narrative
fitzgerald-great-gatsby,Great American Novel
fitzgerald-great-gatsby,tragedy
oflaherty-informer,novel
cather-professors-house,novel
garnett-sailors-return,historical novel
kafka-trial,novel
kafka-trial,absurdist literature
kafka-trial,dystopian novel
huxley-barren-leaves,novel
morley-thunder-left,novel
ostenso-wild-geese,Naturalism
ostenso-wild-geese,historical novel
hall-adams-breed,novel
anderson-dark-laughter,erotic novel
arnim-introduction-sally,novel
warner-lolly-willowes,novel
lewis-mantrap,novel
cather-mortal-enemy,novel
van-vechten-nigger-heaven,novel
ferber-show-boat,novel
faulkner-soldiers-pay,historical novel
faulkner-soldiers-pay,war novel
buchan-dancing-floor,novel
spengler-decline-west,essay
spengler-decline-west,philosophy of history
keynes-end-laissez,non-fiction
chesterton-incredulity-father-brown,short story
christie-murder-roger-ackroyd,crime novel
christie-murder-roger-ackroyd,detective novel
lawrence-plumed-serpent,historical novel
stendhal-red-black,historical novel
stendhal-red-black,Bildungsroman
stendhal-red-black,psychological novel
stendhal-red-black,literary realism
hemingway-sun-also-rises,novel
hemingway-torrents-spring,novel
hemingway-torrents-spring,novella
hall-well-loneliness,novel
hall-well-loneliness,LGBT literature
chekhov-wood-demon,comedy
wells-world-william-clissold,novel
forster-aspects-novel,essay
loos-gentlemen-marry-brunettes,novel
dreiser-chains-lesser-novels,short story
cather-death-comes-archbishop,novel
lehmann-dusty-answer,romance novel
lewis-elmer-gantry,novel
mirrlees-lud-mist,speculative fiction novel
oil,political novel
joyce-pomes-penyeach,poetry
johnson-autobiography-ex-colored,African-American literature
johnson-autobiography-ex-colored,novel
wilder-bridge-san-luis,novel
wilder-bridge-san-luis,novella
gide-counterfeiters,LGBT literature
gide-counterfeiters,novel
mann-magic-mountain,philosophical novel
mann-magic-mountain,Bildungsroman
mann-magic-mountain,social novel
mann-magic-mountain,developmental novel
chesterton-return-don-quixote,novel
chesterton-secret-father-brown,short story
wodehouse-small-bachelor,novel
woolf-lighthouse,novel
sinclair-boston,political novel
waugh-decline-fall,comic novel
lawrence-lady-chatterleys-lover,erotic novel
ford-last-post,novel
heyward-mambas-daughters,novel
wells-mr-blettsworthy-rampole,novel
young-brother-jonathan,novel
breton-nadja,novel
bradford-ol-man-adam,drama
woolf-orlando-biography,speculative fiction novel
woolf-orlando-biography,LGBT
huxley-point-counter-point,novel
oneill-strange-interlude,drama
zweig-case-sergeant-grischa,novel
zweig-case-sergeant-grischa,war novel
wharton-children,novel
forster-eternal-moment,fantasy
freud-future-illusion,cultural studies
freud-future-illusion,religious studies
freud-future-illusion,psychoanalysis
freud-future-illusion,psychology
asbury-gangs-new-york,non-fiction
christie-mystery-blue-train,detective novel
blunden-undertones-war,memoir
hemingway-farewell-arms,war novel
hughes-high-wind-jamaica,novel
woolf-room-ones,essay
remarque-quiet-western-front,war novel
remarque-quiet-western-front,historical novel
remarque-quiet-western-front,roman à clef
ferber-cimarron,historical novel
ferber-cimarron,Western novel
smedley-daughter-earth,autobiographical novel
aldington-death-hero,war novel
lewis-dodsworth,novel
arnim-expiation,novel
la-farge-laughing-boy,historical novel
wolfe-look-homeward-angel,Bildungsroman
russell-marriage-morals,essay
sassoon-memoirs-fox-hunting,autobiographical novel
crowley-moonchild,novel
crowley-moonchild,occultism
goncharov-oblomov,novel
goncharov-oblomov,critical realism
exagmination-round-factification,essay
christie-partners-crime,crime fiction short story
christie-partners-crime,detective literature
wodehouse-piccadilly-jim,novel
whitehead-process-reality,philosophy
faulkner-sartoris,novel
wodehouse-summer-lightning,comic novel
buchan-courts-morning,adventure novel
merezhkovsky-death-gods,novel
priestley-good-companions,novel
faulkner-sound-fury,novel
faulkner-sound-fury,Southern Gothic
wallace-twister,novel
renn-war,novel
powys-wolf-solent,Bildungsroman
priestley-angel-pavement,novel
faulkner-lay-dying,novel
faulkner-lay-dying,Modernist literature
buchan-castle-gay,novel
buck-east-wind-west,novel
chesterton-four-faultless-felons,crime novel
bennett-imperial-palace,novel
sassoon-memoirs-infantry-officer,war novel
dos-passos-42nd-parallel,novel
lewis-apes-god,novel
wells-autocracy-mr-parham,novel
kafka-castle,philosophical novel
kafka-castle,dystopian novel
russell-conquest-happiness,essay
sackville-west-edwardians,novel
hammett-maltese-falcon,noir novel
hammett-maltese-falcon,detective novel
wassermann-maurizius-case,novel
munthe-story-san-michele,memoir
herbert-water-gipsies,novel
wilder-woman-andros,novel
kipling-thy-servant-dog,youth and children's literature
wodehouse-good-jeeves,comedy
waugh-vile-bodies,novel
wallace-white-face,novel
sackville-west-passion-spent,novel
ferber-american-beauty,historical novel
gogarty-going-sackville-street,novel
hurst-back-street,romance novel
doblin-berlin-alexanderplatz,novel
hanley-boy,novel
baum-grand-hotel,novel
oneill-mourning-becomes-electra,drama
allingham-police-funeral,detective fiction
allingham-police-funeral,crime novel
faulkner-sanctuary,novel
cather-shadows-rock,historical novel
richardson-fortunes-richard-mahony,novel
hammett-glass-key,crime novel
hammett-glass-key,noir novel
buck-good-earth,novel
buck-good-earth,historical fiction
faulkner-hamlet,novel
woolf-waves,novel
woolf-waves,experimental literature
wells-work-wealth-happiness,non-fiction literature
powys-glastonbury-romance,novel
waugh-black-mischief,comic novel
huxley-brave-new-world,parody
huxley-brave-new-world,philosophical novel
huxley-brave-new-world,science fiction novel
huxley-brave-new-world,political novel
huxley-brave-new-world,dystopian novel
chesterton-chaucer,essay
chesterton-chaucer,biography
hemingway-death-afternoon,novel
hemingway-death-afternoon,travel literature
hemingway-death-afternoon,travel book
cronin-hatters-castle,novel
baum-helene,novel
trotsky-history-russian-revolution,essay
wodehouse-hot-water,novel
faulkner-light-august,novel
faulkner-light-august,Southern Gothic
zweig-marie-antoinette-portrait,biographical novel
christie-peril-end-house,crime novel
christie-peril-end-house,detective novel
fitzgerald-save-waltz,autobiographical novel
buck-sons,novel
wells-bulpington-blup,novel
undset-burning-bush,novel
buchan-gap-curtain,novel
mcneile-return-bulldog-drummond,crime novel
christie-thirteen-problems,crime fiction short story
christie-thirteen-problems,short story
macaulay-defeated,novel
buchan-prince-captivity,adventure novel
lewis-ann-vickers,novel
fleming-brazilian-adventure,non-fiction
cummings-eimi,travel journal
macdonell-england-england,comic novel
macdonell-england-england,satire
woolf-flush-biography,novel
cronin-grand-canary,romance novel
hurst-imitation-life,novel
fallada-little-man-now,novel
hilton-lost-horizon,speculative fiction novel
west-miss-lonelyhearts,novel
hobart-oil-lamps-china,novel
herbst-pity-enough,novel
brittain-testament-youth,autobiography
stein-autobiography-alice-b,autobiography
stein-autobiography-alice-b,biography
gardner-case-velvet-claws,crime novel
conroy-disinherited,novel
louis-bromfield-farm,novel
butts-macedonian,historical novel
mann-tales-jacob,novel
lowry-ultramarine,novel
anand-untouchable,novel
hemingway-winner-take-nothing,short story
hemingway-winner-take-nothing,short story
waugh-handful-dust,novel
sholokhov-quiet-flows-don,epic
ohara-appointment-samarra,novel
powys-autobiography,autobiography
zweig-erasmus-rotterdam,biography
herbert-holy-deadlock,polemic
herbert-holy-deadlock,novel
graves-claudius,historical novel
greene-battlefield,novel
hurston-jonahs-gourd-vine,novel
beckett-pricks-kicks,short story
christie-murder-orient-express,detective novel
wodehouse-right-ho-jeeves,novel
stead-seven-poor-men,novel
fitzgerald-tender-night,autobiographical novel
gardner-case-howling-dog,crime novel
gardner-case-lucky-legs,crime novel
gardner-case-lucky-legs,mystery film
werfel-forty-days-musa,historical novel
cain-postman-always-rings,crime novel
masefield-taking-gry,adventure novel
hammett-thin-man,crime novel
carr-white-priory-murders,mystery novel
einstein-world-see,popular science
miller-tropic-cancer,autobiographical novel
miller-tropic-cancer,erotic novel
christie-didnt-ask-evans,crime novel
christie-didnt-ask-evans,detective novel
ferber-come-get,novel
hemingway-green-hills-africa,non-fiction
hemingway-green-hills-africa,travel journal
davis-honey-horn,novel
russell-praise-idleness-essays,essay
lewis-cant-happen,science fiction novel
